Quiz_Score,Group_Score,Research_Score,Seatwork_Score,Target_Quadrant
0.44,0.5,0.5,0.5,Distributed-Collective
0.5,1.0,0.3636,0.5,Hierarchical-Individual
0.5,1.0,0.3636,0.5,Hierarchical-Individual
1.0,0.0,0.5227,0.73,Hierarchical-Individual
0.85,0.5,0.5227,0.65,Distributed-Individual
1.0,0.0,0.5227,0.73,Hierarchical-Individual
0.85,0.5,0.5227,0.65,Distributed-Individual
1.0,0.5,0.5227,0.73,Hierarchical-Individual
0.85,1.0,0.5227,0.65,Distributed-Individual
1.0,0.5,0.5227,0.73,Hierarchical-Individual
0.85,1.0,0.5227,0.65,Distributed-Individual
0.84,0.5,0.2955,0.85,Hierarchical-Individual
0.63,0.5,0.2955,0.89,Distributed-Individual
0.98,0.0,0.2955,0.62,Hierarchical-Individual
0.55,0.5,0.5455,0.81,Distributed-Collective
0.63,1.0,0.5455,0.6,Distributed-Collective
0.45,0.5,0.5455,0.89,Distributed-Individual
0.55,0.5,0.5455,0.81,Distributed-Collective
0.63,1.0,0.5455,0.6,Distributed-Collective
0.45,0.5,0.5455,0.89,Distributed-Individual
0.55,0.5,0.5455,0.81,Distributed-Collective
0.63,1.0,0.5455,0.6,Distributed-Collective
0.45,0.5,0.5455,0.89,Distributed-Individual
0.55,0.0,0.5455,0.81,Distributed-Collective
0.63,0.5,0.5455,0.6,Distributed-Collective
0.45,0.0,0.5455,0.89,Distributed-Individual
0.79,1.0,0.3182,0.75,Distributed-Individual
0.57,1.0,0.3182,0.77,Distributed-Collective
0.86,1.0,0.3182,0.94,Hierarchical-Individual
0.48,1.0,0.3182,0.93,Distributed-Collective
0.79,1.0,0.3182,0.75,Distributed-Individual
0.57,1.0,0.3182,0.77,Distributed-Collective
0.86,1.0,0.3182,0.94,Hierarchical-Individual
0.48,1.0,0.3182,0.93,Distributed-Collective
0.79,0.5,0.3182,0.75,Distributed-Individual
0.57,0.5,0.3182,0.77,Distributed-Collective
0.86,0.5,0.3182,0.94,Hierarchical-Individual
0.48,0.5,0.3182,0.93,Distributed-Collective
0.79,0.5,0.3182,0.75,Distributed-Individual
0.57,0.5,0.3182,0.77,Distributed-Collective
0.86,0.5,0.3182,0.94,Hierarchical-Individual
0.48,0.5,0.3182,0.93,Distributed-Collective
0.79,1.0,0.3182,0.75,Distributed-Individual
0.57,1.0,0.3182,0.77,Distributed-Collective
0.86,1.0,0.3182,0.94,Hierarchical-Individual
0.48,1.0,0.3182,0.93,Distributed-Collective
0.79,1.0,0.3182,0.75,Distributed-Individual
0.57,1.0,0.3182,0.77,Distributed-Collective
0.86,1.0,0.3182,0.94,Hierarchical-Individual
0.48,1.0,0.3182,0.93,Distributed-Collective
0.93,0.0,0.5682,1.0,Distributed-Collective
0.4,0.5,0.5682,0.57,Distributed-Individual
0.93,0.5,0.5682,1.0,Distributed-Collective
0.4,1.0,0.5682,0.57,Distributed-Individual
0.93,0.5,0.5682,1.0,Distributed-Collective
0.4,1.0,0.5682,0.57,Distributed-Individual
0.67,0.5,0.6136,0.71,Distributed-Collective
0.69,0.5,0.6136,0.51,Distributed-Collective
0.67,1.0,0.6136,0.71,Distributed-Collective
0.69,1.0,0.6136,0.51,Distributed-Collective
0.67,1.0,0.6136,0.71,Distributed-Collective
0.69,1.0,0.6136,0.51,Distributed-Collective
0.67,0.5,0.6136,0.71,Distributed-Collective
0.69,0.5,0.6136,0.51,Distributed-Collective
0.67,0.5,0.6136,0.71,Distributed-Collective
0.69,0.5,0.6136,0.51,Distributed-Collective
0.67,0.5,0.6136,0.71,Distributed-Collective
0.69,0.5,0.6136,0.51,Distributed-Collective
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.74,0.5,0.3409,0.9,Hierarchical-Collective
0.81,1.0,0.3409,0.51,Hierarchical-Individual
0.48,1.0,0.5909,0.77,Distributed-Collective
0.49,1.0,0.5909,0.98,Distributed-Collective
0.91,1.0,0.5909,0.7,Hierarchical-Collective
0.48,1.0,0.5909,0.77,Distributed-Collective
0.49,1.0,0.5909,0.98,Distributed-Collective
0.91,1.0,0.5909,0.7,Hierarchical-Collective
0.48,1.0,0.5909,0.77,Distributed-Collective
0.49,1.0,0.5909,0.98,Distributed-Collective
0.91,1.0,0.5909,0.7,Hierarchical-Collective
0.48,1.0,0.5909,0.77,Distributed-Collective
0.49,1.0,0.5909,0.98,Distributed-Collective
0.91,1.0,0.5909,0.7,Hierarchical-Collective
0.48,0.5,0.5909,0.77,Distributed-Collective
0.49,0.5,0.5909,0.98,Distributed-Collective
0.91,0.5,0.5909,0.7,Hierarchical-Collective
0.48,1.0,0.5909,0.77,Distributed-Collective
0.49,1.0,0.5909,0.98,Distributed-Collective
0.91,1.0,0.5909,0.7,Hierarchical-Collective
0.48,0.5,0.5909,0.77,Distributed-Collective
0.49,0.5,0.5909,0.98,Distributed-Collective
0.91,0.5,0.5909,0.7,Hierarchical-Collective
0.82,1.0,0.5,1.0,Distributed-Collective
0.82,0.5,0.5,1.0,Distributed-Collective
0.82,0.5,0.5,1.0,Distributed-Collective
0.56,0.5,0.7045,0.6,Hierarchical-Collective
0.7,1.0,0.7045,0.91,Hierarchical-Individual
0.56,0.0,0.7045,0.6,Hierarchical-Collective
0.7,0.5,0.7045,0.91,Hierarchical-Individual
0.56,0.0,0.7045,0.6,Hierarchical-Collective
0.7,0.5,0.7045,0.91,Hierarchical-Individual
0.56,0.0,0.7045,0.6,Hierarchical-Collective
0.7,0.5,0.7045,0.91,Hierarchical-Individual
0.66,0.0,0.4318,0.53,Hierarchical-Individual
0.52,0.5,0.4318,0.65,Distributed-Individual
0.66,0.5,0.4318,0.53,Hierarchical-Individual
0.52,1.0,0.4318,0.65,Distributed-Individual
0.66,0.0,0.4318,0.53,Hierarchical-Individual
0.52,0.5,0.4318,0.65,Distributed-Individual
0.66,0.5,0.4318,0.53,Hierarchical-Individual
0.52,1.0,0.4318,0.65,Distributed-Individual
0.66,0.0,0.4318,0.53,Hierarchical-Individual
0.52,0.5,0.4318,0.65,Distributed-Individual
0.66,0.0,0.4318,0.53,Hierarchical-Individual
0.52,0.5,0.4318,0.65,Distributed-Individual
0.9,0.0,0.3409,0.62,Hierarchical-Collective
0.56,0.5,0.3409,0.5,Distributed-Collective
0.9,0.0,0.3409,0.62,Hierarchical-Collective
0.56,0.5,0.3409,0.5,Distributed-Collective
0.9,0.5,0.3409,0.62,Hierarchical-Collective
0.56,1.0,0.3409,0.5,Distributed-Collective
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,0.5,0.3409,0.61,Distributed-Individual
0.85,0.0,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
1.0,1.0,0.3409,0.61,Distributed-Individual
0.85,0.5,0.3409,0.77,Distributed-Individual
0.73,0.0,0.3409,0.98,Hierarchical-Individual
0.73,0.0,0.3409,0.98,Hierarchical-Individual
0.73,0.5,0.3409,0.98,Hierarchical-Individual
0.73,0.5,0.3409,0.98,Hierarchical-Individual
0.73,0.5,0.3409,0.98,Hierarchical-Individual
0.73,0.0,0.3409,0.98,Hierarchical-Individual
0.73,0.0,0.3409,0.98,Hierarchical-Individual
0.73,0.5,0.4545,0.5,Distributed-Collective
0.88,0.5,0.4545,0.73,Distributed-Individual
0.76,0.5,0.4545,0.75,Distributed-Collective
0.73,0.5,0.4545,0.5,Distributed-Collective
0.88,0.5,0.4545,0.73,Distributed-Individual
0.76,0.5,0.4545,0.75,Distributed-Collective
0.87,0.5,0.5,0.66,Distributed-Individual
0.87,0.5,0.5,0.66,Distributed-Individual
0.87,0.5,0.5,0.66,Distributed-Individual
0.87,1.0,0.5,0.66,Distributed-Individual
0.87,0.5,0.5,0.66,Distributed-Individual
0.86,0.0,0.5,1.0,Hierarchical-Collective
0.86,0.0,0.5,1.0,Hierarchical-Collective
0.86,0.5,0.5,1.0,Hierarchical-Collective
0.86,0.0,0.5,1.0,Hierarchical-Collective
0.86,0.5,0.5,1.0,Hierarchical-Collective
0.86,0.5,0.5,1.0,Hierarchical-Collective
0.86,0.5,0.5,1.0,Hierarchical-Collective
0.86,0.5,0.5,1.0,Hierarchical-Collective
0.86,0.0,0.5,1.0,Hierarchical-Collective
0.86,0.0,0.5,1.0,Hierarchical-Collective
0.72,0.0,0.5682,0.79,Hierarchical-Collective
0.49,0.0,0.5682,0.88,Hierarchical-Collective
0.72,0.0,0.5682,0.79,Hierarchical-Collective
0.49,0.0,0.5682,0.88,Hierarchical-Collective
0.72,0.5,0.5682,0.79,Hierarchical-Collective
0.49,0.5,0.5682,0.88,Hierarchical-Collective
0.72,0.0,0.5682,0.79,Hierarchical-Collective
0.49,0.0,0.5682,0.88,Hierarchical-Collective
0.8,0.5,0.4545,0.85,Hierarchical-Individual
0.91,1.0,0.4545,0.74,Hierarchical-Collective
0.59,0.5,0.4545,0.74,Hierarchical-Collective
0.8,0.0,0.4545,0.85,Hierarchical-Individual
0.91,0.5,0.4545,0.74,Hierarchical-Collective
0.59,0.0,0.4545,0.74,Hierarchical-Collective
0.8,0.0,0.4545,0.85,Hierarchical-Individual
0.91,0.5,0.4545,0.74,Hierarchical-Collective
0.59,0.0,0.4545,0.74,Hierarchical-Collective
0.8,0.5,0.4545,0.85,Hierarchical-Individual
0.91,1.0,0.4545,0.74,Hierarchical-Collective
0.59,0.5,0.4545,0.74,Hierarchical-Collective
0.8,0.5,0.4545,0.85,Hierarchical-Individual
0.91,1.0,0.4545,0.74,Hierarchical-Collective
0.59,0.5,0.4545,0.74,Hierarchical-Collective
0.8,0.5,0.4545,0.85,Hierarchical-Individual
0.91,1.0,0.4545,0.74,Hierarchical-Collective
0.59,0.5,0.4545,0.74,Hierarchical-Collective
0.8,0.5,0.4545,0.85,Hierarchical-Individual
0.91,1.0,0.4545,0.74,Hierarchical-Collective
0.59,0.5,0.4545,0.74,Hierarchical-Collective
0.8,0.0,0.4545,0.85,Hierarchical-Individual
0.91,0.5,0.4545,0.74,Hierarchical-Collective
0.59,0.0,0.4545,0.74,Hierarchical-Collective
0.59,1.0,0.6591,0.62,Hierarchical-Individual
0.59,0.5,0.6591,0.62,Hierarchical-Individual
0.59,1.0,0.6591,0.62,Hierarchical-Individual
0.67,0.5,0.4091,0.5,Distributed-Collective
0.67,0.5,0.4091,0.5,Distributed-Collective
0.67,1.0,0.4091,0.5,Distributed-Collective
0.67,1.0,0.4091,0.5,Distributed-Collective
0.67,1.0,0.4091,0.5,Distributed-Collective
0.67,1.0,0.4091,0.5,Distributed-Collective
0.67,1.0,0.4091,0.5,Distributed-Collective
0.6,0.5,0.8182,0.94,Distributed-Individual
0.55,1.0,0.8182,0.63,Distributed-Individual
0.58,0.5,0.5455,0.76,Distributed-Individual
0.98,0.5,0.5455,0.9,Distributed-Collective
0.4,0.0,0.5455,0.99,Hierarchical-Collective
0.86,0.5,0.5455,0.53,Distributed-Collective
0.58,0.5,0.5455,0.76,Distributed-Individual
0.98,0.5,0.5455,0.9,Distributed-Collective
0.4,0.0,0.5455,0.99,Hierarchical-Collective
0.86,0.5,0.5455,0.53,Distributed-Collective
0.58,1.0,0.5455,0.76,Distributed-Individual
0.98,1.0,0.5455,0.9,Distributed-Collective
0.4,0.5,0.5455,0.99,Hierarchical-Collective
0.86,1.0,0.5455,0.53,Distributed-Collective
0.58,1.0,0.5455,0.76,Distributed-Individual
0.98,1.0,0.5455,0.9,Distributed-Collective
0.4,0.5,0.5455,0.99,Hierarchical-Collective
0.86,1.0,0.5455,0.53,Distributed-Collective
0.58,1.0,0.5455,0.76,Distributed-Individual
0.98,1.0,0.5455,0.9,Distributed-Collective
0.4,0.5,0.5455,0.99,Hierarchical-Collective
0.86,1.0,0.5455,0.53,Distributed-Collective
0.58,1.0,0.5455,0.76,Distributed-Individual
0.98,1.0,0.5455,0.9,Distributed-Collective
0.4,0.5,0.5455,0.99,Hierarchical-Collective
0.86,1.0,0.5455,0.53,Distributed-Collective
0.58,0.5,0.5455,0.76,Distributed-Individual
0.98,0.5,0.5455,0.9,Distributed-Collective
0.4,0.0,0.5455,0.99,Hierarchical-Collective
0.86,0.5,0.5455,0.53,Distributed-Collective
0.58,0.5,0.5455,0.76,Distributed-Individual
0.98,0.5,0.5455,0.9,Distributed-Collective
0.4,0.0,0.5455,0.99,Hierarchical-Collective
0.86,0.5,0.5455,0.53,Distributed-Collective
0.42,0.5,0.3409,0.61,Hierarchical-Collective
0.88,0.5,0.3409,0.58,Hierarchical-Collective
0.63,0.5,0.3182,0.89,Distributed-Individual
0.42,1.0,0.3182,0.6,Hierarchical-Individual
0.9,1.0,0.3182,0.75,Distributed-Collective
0.46,1.0,0.5227,0.69,Distributed-Collective
0.46,1.0,0.5227,0.69,Distributed-Collective
0.46,1.0,0.5227,0.69,Distributed-Collective
0.46,1.0,0.5227,0.69,Distributed-Collective
0.56,1.0,0.4318,0.69,Distributed-Individual
0.43,1.0,0.4318,0.68,Hierarchical-Individual
0.56,0.5,0.4318,0.58,Distributed-Collective
0.9,1.0,0.4318,0.83,Hierarchical-Collective
0.56,0.5,0.4318,0.69,Distributed-Individual
0.43,0.5,0.4318,0.68,Hierarchical-Individual
0.56,0.0,0.4318,0.58,Distributed-Collective
0.9,0.5,0.4318,0.83,Hierarchical-Collective
0.56,1.0,0.4318,0.69,Distributed-Individual
0.43,1.0,0.4318,0.68,Hierarchical-Individual
0.56,0.5,0.4318,0.58,Distributed-Collective
0.9,1.0,0.4318,0.83,Hierarchical-Collective
0.56,1.0,0.4318,0.69,Distributed-Individual
0.43,1.0,0.4318,0.68,Hierarchical-Individual
0.56,0.5,0.4318,0.58,Distributed-Collective
0.9,1.0,0.4318,0.83,Hierarchical-Collective
0.56,0.5,0.4318,0.69,Distributed-Individual
0.43,0.5,0.4318,0.68,Hierarchical-Individual
0.56,0.0,0.4318,0.58,Distributed-Collective
0.9,0.5,0.4318,0.83,Hierarchical-Collective
0.56,0.5,0.4318,0.69,Distributed-Individual
0.43,0.5,0.4318,0.68,Hierarchical-Individual
0.56,0.0,0.4318,0.58,Distributed-Collective
0.9,0.5,0.4318,0.83,Hierarchical-Collective
0.6,1.0,0.5455,0.81,Distributed-Collective
0.89,1.0,0.5455,0.95,Hierarchical-Collective
0.88,1.0,0.5455,0.58,Distributed-Individual
0.6,1.0,0.5455,0.81,Distributed-Collective
0.89,1.0,0.5455,0.95,Hierarchical-Collective
0.88,1.0,0.5455,0.58,Distributed-Individual
0.6,0.5,0.5455,0.81,Distributed-Collective
0.89,0.5,0.5455,0.95,Hierarchical-Collective
0.88,0.5,0.5455,0.58,Distributed-Individual
0.6,0.5,0.5455,0.81,Distributed-Collective
0.89,0.5,0.5455,0.95,Hierarchical-Collective
0.88,0.5,0.5455,0.58,Distributed-Individual
0.6,1.0,0.5455,0.81,Distributed-Collective
0.89,1.0,0.5455,0.95,Hierarchical-Collective
0.88,1.0,0.5455,0.58,Distributed-Individual
0.6,0.5,0.5455,0.81,Distributed-Collective
0.89,0.5,0.5455,0.95,Hierarchical-Collective
0.88,0.5,0.5455,0.58,Distributed-Individual
0.9,0.5,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.5,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.5,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.9,0.0,0.5227,0.67,Distributed-Individual
0.57,1.0,0.4545,0.85,Distributed-Individual
1.0,0.5,0.4545,0.83,Hierarchical-Individual
0.63,1.0,0.4545,0.59,Distributed-Individual
0.57,0.5,0.4545,0.85,Distributed-Individual
1.0,0.0,0.4545,0.83,Hierarchical-Individual
0.63,0.5,0.4545,0.59,Distributed-Individual
0.57,1.0,0.4545,0.85,Distributed-Individual
1.0,0.5,0.4545,0.83,Hierarchical-Individual
0.63,1.0,0.4545,0.59,Distributed-Individual
0.57,0.5,0.4545,0.85,Distributed-Individual
1.0,0.0,0.4545,0.83,Hierarchical-Individual
0.63,0.5,0.4545,0.59,Distributed-Individual
0.57,0.5,0.4545,0.85,Distributed-Individual
1.0,0.0,0.4545,0.83,Hierarchical-Individual
0.63,0.5,0.4545,0.59,Distributed-Individual
0.65,1.0,0.3409,0.88,Distributed-Individual
0.4,1.0,0.3409,0.67,Hierarchical-Individual
0.65,0.5,0.3409,0.88,Distributed-Individual
0.4,0.5,0.3409,0.67,Hierarchical-Individual
0.53,0.5,0.25,0.72,Distributed-Collective
0.85,0.5,0.25,0.69,Distributed-Individual
0.41,0.5,0.25,0.82,Hierarchical-Individual
0.8,1.0,0.25,0.69,Hierarchical-Collective
0.71,1.0,0.25,0.79,Hierarchical-Collective
0.99,0.5,0.25,0.76,Hierarchical-Collective
0.53,0.5,0.25,0.72,Distributed-Collective
0.85,0.5,0.25,0.69,Distributed-Individual
0.41,0.5,0.25,0.82,Hierarchical-Individual
0.8,1.0,0.25,0.69,Hierarchical-Collective
0.71,1.0,0.25,0.79,Hierarchical-Collective
0.99,0.5,0.25,0.76,Hierarchical-Collective
0.53,0.5,0.25,0.72,Distributed-Collective
0.85,0.5,0.25,0.69,Distributed-Individual
0.41,0.5,0.25,0.82,Hierarchical-Individual
0.8,1.0,0.25,0.69,Hierarchical-Collective
0.71,1.0,0.25,0.79,Hierarchical-Collective
0.99,0.5,0.25,0.76,Hierarchical-Collective
0.55,1.0,0.3864,0.68,Hierarchical-Individual
0.55,1.0,0.3864,0.68,Hierarchical-Individual
0.55,1.0,0.3864,0.68,Hierarchical-Individual
0.55,1.0,0.3864,0.68,Hierarchical-Individual
0.55,1.0,0.3864,0.68,Hierarchical-Individual
0.55,1.0,0.3864,0.68,Hierarchical-Individual
0.57,0.5,0.5682,0.62,Distributed-Individual
0.68,0.0,0.5682,0.54,Distributed-Individual
0.42,0.5,0.5682,0.71,Distributed-Collective
0.48,0.5,0.5682,0.73,Hierarchical-Individual
0.57,0.5,0.5682,0.62,Distributed-Individual
0.68,0.0,0.5682,0.54,Distributed-Individual
0.42,0.5,0.5682,0.71,Distributed-Collective
0.48,0.5,0.5682,0.73,Hierarchical-Individual
0.57,0.5,0.5682,0.62,Distributed-Individual
0.68,0.0,0.5682,0.54,Distributed-Individual
0.42,0.5,0.5682,0.71,Distributed-Collective
0.48,0.5,0.5682,0.73,Hierarchical-Individual
0.57,0.5,0.5682,0.62,Distributed-Individual
0.68,0.0,0.5682,0.54,Distributed-Individual
0.42,0.5,0.5682,0.71,Distributed-Collective
0.48,0.5,0.5682,0.73,Hierarchical-Individual
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,1.0,0.4773,0.72,Hierarchical-Collective
0.56,1.0,0.4773,0.58,Distributed-Individual
0.94,1.0,0.4773,0.88,Distributed-Collective
0.71,0.5,0.4773,0.99,Distributed-Individual
0.76,1.0,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
1.0,1.0,0.4773,0.72,Hierarchical-Collective
0.56,1.0,0.4773,0.58,Distributed-Individual
0.94,1.0,0.4773,0.88,Distributed-Collective
0.71,0.5,0.4773,0.99,Distributed-Individual
0.76,1.0,0.4773,0.88,Distributed-Collective
1.0,1.0,0.4773,0.72,Hierarchical-Collective
0.56,1.0,0.4773,0.58,Distributed-Individual
0.94,1.0,0.4773,0.88,Distributed-Collective
0.71,0.5,0.4773,0.99,Distributed-Individual
0.76,1.0,0.4773,0.88,Distributed-Collective
1.0,1.0,0.4773,0.72,Hierarchical-Collective
0.56,1.0,0.4773,0.58,Distributed-Individual
0.94,1.0,0.4773,0.88,Distributed-Collective
0.71,0.5,0.4773,0.99,Distributed-Individual
0.76,1.0,0.4773,0.88,Distributed-Collective
1.0,0.5,0.4773,0.72,Hierarchical-Collective
0.56,0.5,0.4773,0.58,Distributed-Individual
0.94,0.5,0.4773,0.88,Distributed-Collective
0.71,0.0,0.4773,0.99,Distributed-Individual
0.76,0.5,0.4773,0.88,Distributed-Collective
0.65,1.0,0.2955,0.56,Distributed-Individual
0.72,0.5,0.2955,0.74,Hierarchical-Individual
0.61,1.0,0.2955,0.96,Distributed-Collective
0.5,1.0,0.2955,0.58,Hierarchical-Individual
0.65,1.0,0.2955,0.56,Distributed-Individual
0.72,0.5,0.2955,0.74,Hierarchical-Individual
0.61,1.0,0.2955,0.96,Distributed-Collective
0.5,1.0,0.2955,0.58,Hierarchical-Individual
0.65,1.0,0.2955,0.56,Distributed-Individual
0.72,0.5,0.2955,0.74,Hierarchical-Individual
0.61,1.0,0.2955,0.96,Distributed-Collective
0.5,1.0,0.2955,0.58,Hierarchical-Individual
0.65,1.0,0.2955,0.56,Distributed-Individual
0.72,0.5,0.2955,0.74,Hierarchical-Individual
0.61,1.0,0.2955,0.96,Distributed-Collective
0.5,1.0,0.2955,0.58,Hierarchical-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,0.5,0.4773,0.59,Distributed-Collective
0.55,0.5,0.4773,0.85,Distributed-Individual
0.75,0.5,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.8,1.0,0.4773,0.59,Distributed-Collective
0.55,1.0,0.4773,0.85,Distributed-Individual
0.75,1.0,0.4773,0.75,Distributed-Individual
0.98,0.5,0.4773,0.83,Hierarchical-Individual
0.98,0.5,0.4773,0.83,Hierarchical-Individual
0.98,0.5,0.4773,0.83,Hierarchical-Individual
0.56,1.0,0.4545,0.73,Hierarchical-Individual
0.81,1.0,0.4545,0.83,Hierarchical-Collective
0.56,1.0,0.4545,0.73,Hierarchical-Individual
0.81,1.0,0.4545,0.83,Hierarchical-Collective
0.56,1.0,0.4545,0.73,Hierarchical-Individual
0.81,1.0,0.4545,0.83,Hierarchical-Collective
0.56,1.0,0.4545,0.73,Hierarchical-Individual
0.81,1.0,0.4545,0.83,Hierarchical-Collective
0.56,1.0,0.4545,0.73,Hierarchical-Individual
0.81,1.0,0.4545,0.83,Hierarchical-Collective
0.56,0.5,0.4545,0.73,Hierarchical-Individual
0.81,0.5,0.4545,0.83,Hierarchical-Collective
0.61,0.5,0.2955,0.88,Distributed-Collective
0.61,0.0,0.2955,0.88,Distributed-Collective
0.61,0.5,0.2955,0.88,Distributed-Collective
0.56,1.0,0.5,0.83,Distributed-Collective
0.96,1.0,0.5,0.98,Distributed-Collective
0.56,1.0,0.5,0.83,Distributed-Collective
0.96,1.0,0.5,0.98,Distributed-Collective
0.56,0.5,0.5,0.83,Distributed-Collective
0.96,0.5,0.5,0.98,Distributed-Collective
0.67,1.0,0.5227,0.92,Hierarchical-Collective
0.6,0.5,0.5227,0.93,Hierarchical-Collective
0.62,0.5,0.5227,0.63,Distributed-Collective
0.94,0.5,0.2727,0.88,Distributed-Individual
0.7,0.5,0.2727,0.62,Distributed-Individual
0.73,1.0,0.2727,0.67,Hierarchical-Individual
0.94,0.0,0.2727,0.88,Distributed-Individual
